,Term,Documents
6707,support,"['028', '028', '028', '067', '078', '095', '095', '124', '124', '129', '133', '133', '155', '155', '155', '254', '268', '272', '302', '325', '340', '362', '376', '376', '376', '376', '454', '463', '495', '498', '498', '499']"
6708,surf,['227']
6709,surg,"['133', '422']"
6710,surgeri,['028']
6711,surpass,['343']
6712,surplu,"['047', '197', '207', '207', '218', '254', '255', '259', '259', '262', '284', '340', '340', '375', '375', '376', '431', '432', '448', '448', '454', '463', '463', '496', '496']"
6713,surplus,"['047', '047', '254', '254', '454', '454', '462']"
6714,surpris,"['029', '045', '045', '054', '145', '328', '376']"
6715,survey,"['028', '436', '436', '436', '436']"
6716,surviv,"['311', '311', '311']"
6717,suspect,"['149', '265']"
6718,suspend,"['004', '016', '060', '060', '235', '256', '314', '314', '314', '322', '383', '498']"
6719,suspens,"['026', '383', '492']"
6720,sustain,"['207', '218', '448', '498']"
6721,sutro,"['004', '016']"
6722,svenska,"['387', '449']"
6723,svm,['045']
6724,swallow,['454']
6725,swampland,['258']
6726,swap,"['289', '389']"
6727,sweden,"['154', '158', '446', '489', '489']"
6728,swept,['317']
6729,swift,['026']
6730,swing,"['180', '207', '269', '284', '448']"
6731,swiss,"['143', '143', '169', '169', '169', '439', '496', '496', '496', '496']"
6732,switch,"['057', '057', '154']"
6733,switzerland,"['010', '200', '248', '496', '496', '496']"
6734,sybedon,['479']
6735,symbol,['173']
6736,symm,"['340', '340', '340', '463', '463']"
6737,symposium,"['208', '208', '208', '208']"
6738,syndic,"['197', '261']"
6739,system,"['010', '010', '017', '017', '021', '021', '045', '068', '083', '083', '089', '097', '097', '100', '100', '100', '100', '158', '189', '202', '206', '209', '209', '209', '209', '209', '209', '230', '246', '252', '265', '265', '265', '265', '265', '265', '265', '277', '277', '277', '283', '309', '346', '348', '348', '348', '348', '348', '348', '348', '348', '348', '348', '348', '348', '348', '348', '348', '348', '348', '348', '348', '348', '348', '348', '348', '348', '353', '354', '357', '394', '394', '394', '430', '433', '433', '435', '457', '462', '486', '486', '491', '491', '494', '494', '494', '494', '494', '494', '494', '494', '494', '494', '494', '494', '494', '494', '494', '494', '494', '494', '496']"
6740,t lymphocyt,['277']
6741,t.b,['157']
6742,t.n,['154']
6743,ta,"['373', '373']"
6744,tabl,['208']
6745,tabloid,"['078', '078']"
6746,tactic,"['379', '451']"
6747,taft,"['260', '260', '260', '260']"
6748,tag,['010']
6749,taint,['028']
6750,taiwain,['218']
6751,taiwan,"['114', '114', '114', '114', '218', '218', '218', '218', '254', '374', '374', '375', '375', '375', '375', '375', '375']"
6752,takashi,['447']
6753,take,"['004', '016', '054', '054', '060', '078', '095', '098', '107', '110', '122', '123', '132', '132', '132', '136', '136', '148', '154', '154', '194', '195', '195', '208', '215', '227', '242', '249', '254', '254', '255', '265', '266', '266', '269', '269', '282', '282', '284', '292', '349', '350', '372', '383', '383', '385', '392', '392', '392', '392', '395', '395', '397', '405', '422', '434', '445', '445', '451', '451', '462', '482', '497', '497', '497']"
6754,take up,['110']
6755,takeov,"['004', '004', '016', '016', '219', '320', '320', '320', '379', '379', '379', '379', '379', '379', '379', '392', '402', '446']"
6756,talk,"['004', '026', '054', '060', '075', '098', '112', '118', '123', '135', '136', '202', '207', '208', '235', '255', '256', '269', '302', '302', '315', '322', '322', '322', '322', '386', '422', '437', '448', '454', '488', '493', '497', '497', '497', '497', '498']"
6757,tanaka,"['447', '447']"
6758,tanga,['158']
6759,tanganyika,['158']
6760,tank,"['095', '095', '258']"
6761,tanker,['049']
6762,tanzania,"['158', '322']"
6763,tanzania zambia,['158']
6764,tanzanian,['158']
6765,tape,"['100', '380']"
6766,target,"['047', '060', '060', '110', '155', '208', '208', '227', '242', '302', '302', '374', '433', '438', '451', '451']"
6767,tariff,"['059', '128', '230', '247', '254', '375', '422', '422']"
6768,tarrif,['218']
6769,task,"['051', '134', '134', '134', '255']"
6770,tasmania,['434']
6771,tax,"['011', '018', '023', '029', '031', '031', '041', '041', '054', '054', '054', '054', '054', '054', '061', '061', '061', '061', '061', '061', '061', '061', '061', '062', '064', '117', '117', '123', '140', '140', '155', '155', '155', '155', '155', '155', '167', '194', '194', '221', '242', '242', '262', '268', '268', '268', '268', '312', '312', '312', '312', '322', '340', '349', '364', '399', '399', '402', '402', '402', '402', '415', '416', '417', '435', '435', '435', '445', '445', '463']"
6772,taxat,['262']
6773,taylor,"['288', '288']"
6774,tcb,['003']
6775,tch,['299']
6776,teach,['292']
6777,team,"['078', '131', '132', '139', '154', '302']"
6778,tech,['242']
6779,techamerica,['299']
6780,technic,"['067', '270', '371', '494', '494']"
6781,techniqu,"['139', '389']"
6782,technolgi,['010']
6783,technolog,"['010', '010', '032', '032', '032', '032', '032', '055', '055', '055', '055', '055', '064', '067', '067', '142', '142', '142', '142', '183', '183', '230', '230', '230', '232', '232', '242', '242', '242', '254', '255', '255', '265', '265', '265', '277', '324', '348', '348', '348', '376', '376', '380', '431']"
6784,technology/new,['265']
6785,tehran,['276']
6786,telecom,"['209', '294']"
6787,telecommun,"['153', '153', '154', '154', '154', '154', '209']"
6788,telefon,['209']
6789,telegraph,"['154', '265', '457']"
6790,telephon,"['060', '081', '121', '150', '154', '154', '154', '154', '154', '209', '209', '209', '246', '248', '265', '292', '314', '327', '457', '457']"
6791,telephoniqu,['154']
6792,televis,"['028', '102', '153', '202', '265', '290', '493']"
6793,telex,"['256', '492', '492', '492']"
6794,tell,"['114', '133', '459']"
6795,temper,"['322', '492']"
6796,temperatur,"['484', '484', '484']"
6797,temporao,"['001', '001']"
6798,temporari,"['063', '063', '148', '198', '211', '243', '254', '305']"
6799,temporarili,"['148', '148']"
6800,temptat,['379']
6801,ten,"['122', '132', '254', '291', '291']"
6802,tender,"['045', '045', '116', '116', '116', '196', '201', '201', '201', '217', '261', '307', '325', '325', '325', '332', '473']"
6803,tenth,['142']
6804,tenti,['290']
6805,tenur,['495']
6806,terabyt,['348']
6807,term,"['004', '016', '020', '020', '026', '026', '026', '044', '078', '098', '100', '107', '112', '123', '123', '123', '124', '135', '179', '210', '218', '227', '248', '259', '262', '262', '262', '268', '287', '290', '314', '324', '376', '387', '408', '436', '437', '441', '445', '449', '459', '465', '469', '497']"
6808,termin,"['010', '010', '010', '010', '010', '010', '010', '064', '232', '318', '381', '381', '493']"
6809,terpstra,['161']
6810,territori,"['066', '095', '358', '434']"
6811,test,"['017', '125', '131', '136', '139', '139', '139', '139', '277', '342', '353', '357', '357', '373', '373', '373', '373', '406', '445', '491']"
6812,testifi,['191']
6813,testimoni,['191']
6814,tex,"['010', '361', '419', '419', '419']"
6815,texa,"['003', '003', '003', '028', '088', '088', '088', '094', '113', '122', '135', '135', '135', '136', '178', '194', '194', '254', '334', '340', '356', '361', '361', '419', '419', '419']"
6816,text,"['265', '265', '462']"
6817,textil,"['114', '114', '114', '114', '114', '403', '403', '403']"
6818,textron,['499']
6819,tf1,['153']
6820,tfb,['260']
6821,thailand,"['340', '463']"
6822,thereaft,"['070', '105', '397']"
6823,therebi,"['098', '211']"
6824,thesauru,"['265', '265']"
6825,theta,['260']
6826,thing,"['123', '150', '260', '488']"
6827,think,"['045', '078', '098', '111', '123', '123', '451']"
6828,third,"['023', '123', '148', '207', '246', '318', '322', '372', '372', '372', '372', '372', '372', '399', '448', '482', '482', '482', '483', '493']"
6829,third quart,['018']
6830,thoma,"['351', '351']"
6831,thomson,"['239', '239', '239', '239', '239', '271']"
6832,thorni,['123']
6833,though,"['034', '150', '265', '438', '493', '497', '497']"
6834,thought,"['028', '028', '054', '202', '292']"
6835,thousand,"['001', '006', '032', '045', '055']"
6836,threat,"['004', '016', '123', '218']"
6837,threaten,"['437', '451', '492']"
6838,three,"['026', '037', '037', '041', '046', '078', '082', '092', '092', '098', '101', '101', '107', '135', '135', '138', '140', '142', '149', '160', '186', '190', '201', '204', '204', '204', '204', '206', '207', '208', '210', '218', '225', '227', '239', '239', '252', '261', '267', '268', '300', '300', '300', '305', '305', '309', '320', '322', '340', '341', '341', '362', '378', '383', '390', '395', '408', '409', '409', '419', '421', '422', '432', '436', '444', '448', '448', '458', '463', '483', '497']"
6839,three for two,"['023', '250', '464']"
6840,three man,['494']
6841,three memb,['028']
6842,three month,"['204', '204', '495']"
6843,three part,['135']
6844,three point,"['207', '448']"
6845,three year,['445']
6846,threme,['348']
6847,threshold,['446']
6848,thrift,"['409', '409', '409']"
6849,throughout,['001']
6850,throw,"['131', '261', '447']"
6851,thru,['031']
6852,thu,"['207', '268', '348', '446', '446', '448']"
6853,thursday,"['063', '097', '097', '097', '126', '133', '314', '383', '409']"
6854,ticket,['010']
6855,tie,"['340', '379', '463']"
6856,tied up,['494']
6857,tietmey,"['269', '269', '269', '269', '269']"
6858,tight,['496']
6859,tighten,"['054', '284', '493']"
6860,tighter,"['207', '208', '448']"
6861,tillion,['348']
6862,timber,['301']
6863,time,"['001', '001', '001', '001', '001', '001', '001', '004', '010', '016', '020', '028', '039', '039', '045', '049', '078', '078', '095', '097', '133', '149', '153', '162', '208', '218', '226', '227', '227', '235', '239', '243', '254', '255', '261', '263', '264', '265', '268', '269', '277', '284', '284', '286', '295', '295', '305', '322', '340', '343', '385', '388', '404', '435', '448', '451', '451', '457', '463', '466', '493', '493', '494', '495', '497', '498']"
6864,timet,['127']
6865,tiusanen,"['387', '449']"
6866,tka,['085']
6867,tmed,['278']
6868,tmk,"['295', '359']"
6869,tnen.t,['380']
6870,toa,['380']
6871,today,"['023', '026', '026', '028', '043', '045', '045', '049', '059', '060', '061', '110', '116', '116', '117', '121', '123', '133', '133', '134', '136', '138', '145', '163', '165', '178', '178', '195', '195', '198', '201', '208', '215', '230', '235', '254', '259', '276', '276', '284', '317', '322', '325', '328', '329', '332', '348', '348', '373', '378', '382', '382', '385', '386', '421', '442', '443', '447', '450', '451', '451', '469', '473', '475', '488', '488', '492']"
6872,togeth,"['078', '195', '292', '329', '441']"
6873,tohe,['333']
6874,tokyo,"['126', '126', '127', '143', '376', '376', '377', '387', '431', '435', '449']"
6875,tol,['478']
6876,told,"['018', '018', '028', '028', '028', '032', '032', '040', '051', '055', '055', '060', '060', '078', '097', '107', '118', '121', '127', '127', '128', '136', '138', '142', '155', '158', '162', '195', '195', '208', '208', '227', '234', '235', '247', '254', '254', '255', '255', '259', '272', '288', '292', '302', '310', '311', '312', '314', '316', '340', '351', '374', '375', '376', '376', '379', '383', '392', '409', '409', '431', '431', '437', '438', '445', '447', '447', '457', '459', '463', '463', '465', '492', '493', '495']"
6877,toledo,['320']
6878,toll,['478']
6879,tomarrow,['457']
6880,tomorrow,"['042', '049', '075', '111', '254', '254', '302', '386', '451', '451', '484']"
6881,ton,"['019', '046', '046', '046', '046', '078', '268', '268', '381', '487', '487']"
6882,tone,['208']
6883,toned down,['254']
6884,tonen,"['380', '380', '380']"
6885,tonic,['281']
6886,tonight,"['075', '095', '484']"
6887,tonka,['085']
6888,tonn,"['001', '001', '006', '019', '069', '069', '069', '078', '078', '109', '109', '109', '109', '109', '152', '152', '152', '172', '172', '200', '200', '200', '200', '200', '200', '200', '200', '288', '288', '288', '288', '322', '332', '332', '332', '332', '332', '332', '374', '374', '374', '386', '421', '421', '432', '432', '432', '432', '433', '433', '433', '433', '433', '433', '433', '433', '433', '433', '438', '438', '438', '438', '438', '454', '473', '473', '482', '482', '482', '482', '482', '482', '482', '482', '482', '482', '482', '482', '482', '482', '482', '497']"
6889,toog,['223']
6890,top,"['028', '028', '133', '133', '133', '348', '399', '495', '495']"
6891,top rank,['191']
6892,topaz,"['342', '406']"
6893,topics=,['473']
6894,torchmark,"['295', '295', '359', '359']"
6895,tornado,['317']
6896,toronto,['111']
6897,total,"['001', '001', '001', '006', '006', '006', '006', '006', '006', '006', '006', '006', '006', '006', '006', '006', '010', '042', '045', '046', '054', '062', '069', '078', '091', '093', '093', '095', '098', '098', '098', '107', '107', '122', '122', '135', '138', '165', '175', '175', '176', '194', '194', '194', '197', '200', '200', '203', '203', '204', '204', '204', '204', '204', '212', '215', '233', '239', '239', '249', '249', '310', '314', '314', '314', '314', '318', '325', '329', '333', '333', '343', '347', '351', '364', '372', '372', '373', '377', '377', '377', '383', '383', '400', '401', '410', '410', '419', '419', '432', '432', '437', '439', '445', '445', '450', '455', '473', '479', '491', '494', '498']"
6898,totter,['095']
6899,tough,"['123', '202', '495', '495']"
6900,toughen,['254']
6901,tourism,"['308', '496']"
6902,toward,"['047', '127', '133', '134', '265', '276', '340', '376', '376', '422', '463']"
6903,tower,"['028', '028', '028', '028', '028', '028', '043', '495', '495', '495']"
6904,town,"['258', '462']"
6905,township,['095']
6906,toxic,['458']
6907,toy,"['117', '180']"
6908,toyoo,['127']
6909,toyota,['305']
6910,toyoy,['305']
6911,trade,"['001', '002', '004', '016', '045', '047', '047', '047', '059', '059', '078', '093', '093', '111', '128', '128', '133', '133', '136', '136', '136', '150', '150', '150', '150', '150', '150', '150', '150', '158', '169', '172', '173', '173', '173', '188', '191', '195', '195', '195', '204', '207', '207', '207', '207', '208', '218', '218', '218', '230', '230', '230', '230', '230', '230', '246', '246', '247', '247', '249', '254', '254', '254', '254', '254', '254', '254', '254', '254', '254', '254', '254', '254', '254', '254', '254', '254', '254', '254', '255', '255', '255', '255', '259', '259', '259', '259', '259', '262', '267', '268', '268', '270', '286', '330', '330', '330', '332', '340', '340', '375', '375', '375', '375', '375', '375', '376', '387', '399', '408', '422', '422', '422', '422', '422', '422', '422', '422', '422', '422', '422', '422', '422', '422', '431', '432', '432', '433', '436', '437', '439', '443', '443', '448', '448', '448', '448', '448', '449', '451', '451', '459', '463', '463', '469', '469', '477', '492', '497', '497', '497', '497']"
6912,trade weight,"['207', '262', '448']"
6913,trader,"['123', '133', '249', '249', '249', '442']"
6914,tradit,"['150', '277', '285', '340', '463']"
6915,traffic,"['126', '385', '385', '453', '453']"
6916,train,"['107', '254', '438', '473']"
6917,training set,['473']
6918,tran,['201']
6919,tranch,"['135', '135', '135', '135', '135', '239', '239', '239']"
6920,trans siberian,['126']
6921,transact,"['061', '061', '064', '110', '124', '157', '246', '261', '290', '346', '355', '372', '372', '379', '388', '408', '435', '435', '435', '435', '439', '489']"
